title,genre,publisher,avg_ratings,na_sales,pal_sales,jp_sales,other_sales,total_sales,release_date,release_year
""NCAA Football 09"",Sports,""EA Sports"",6.5,1.8,0.02,NULL,0.19,2,2008-07-15,2008
""Tenchu: Stealth Assassins"",Action,""Activision"",8.8,0.95,0.64,0.27,0.13,1.99,1998-08-31,1998
""Resident Evil: Operation Raccoon City"",Shooter,""Capcom"",NULL,1.03,0.41,0.39,0.16,1.99,2012-03-20,2012
""Sniper: Ghost Warrior"",Shooter,""City Interactive"",4.6,0.84,0.85,0.04,0.26,1.99,2008-10-16,2008
""G-Force"",Action,""Disney Interactive Studios"",7.2,1.05,0.61,NULL,0.34,1.99,2009-07-21,2009
""NASCAR 2005: Chase for the Cup"",Racing,""EA Sports"",NULL,1.13,0.66,NULL,0.2,1.98,2004-08-31,2004
""Thief"",Action,""Square Enix"",NULL,0.78,0.89,0.06,0.25,1.98,2014-02-25,2014
""E.T.: The Extra Terrestrial"",Action,""Atari"",NULL,1.84,0.11,NULL,0.02,1.97,1982-01-01,1982
""Hot Shots Golf: Open Tee"",Sports,""Sony Computer Entertainment"",8.4,0.5,0.5,0.63,0.33,1.96,2005-05-03,2005
""NBA Live 2000"",Sports,""EA Sports"",NULL,1.85,0.07,NULL,0.03,1.96,1999-10-31,1999
""Borderlands: The Handsome Collection"",Shooter,""2K Games"",NULL,1.18,0.47,0.03,0.29,1.96,2015-03-24,2015
""My Word Coach"",Misc,""Ubisoft"",NULL,0.83,0.91,NULL,0.22,1.95,2007-11-06,2007
""Brink"",Shooter,""Bethesda Softworks"",7,0.94,0.76,0.02,0.24,1.95,2011-05-10,2011
""Skylanders Imaginators"",Platform,""Activision"",6.9,0.88,0.83,NULL,0.22,1.95,2016-10-16,2016
""Scooby Doo and the Cyber Chase"",Adventure,""THQ"",NULL,0.59,1.23,NULL,0.13,1.94,2001-10-04,2001
""Forza Horizon"",Racing,""Microsoft Studios"",NULL,0.82,0.94,0.04,0.16,1.94,2012-10-23,2012
""Destiny"",Misc,""Activision"",NULL,1.32,0.44,NULL,0.19,1.94,2014-09-09,2014
""Jet Moto 2"",Racing,""Sony Computer Entertainment"",NULL,1.41,0.42,0.03,0.07,1.94,1997-10-31,1997
""NBA Jam"",Sports,""Acclaim Entertainment"",NULL,1.49,0.35,NULL,0.08,1.94,1994-01-01,1994
""DiRT"",Racing,""Codemasters"",8.4,0.54,1.08,NULL,0.32,1.94,2007-06-19,2007
""Ultimate Spider-Man"",Action,""Activision"",NULL,1.52,0.28,NULL,0.15,1.94,2005-09-19,2005
""Virtua Fighter 2"",Fighting,""Sega"",8.1,0.34,0.26,1.3,0.03,1.93,1996-01-01,1996
""Mortal Kombat II"",Fighting,""Acclaim Entertainment"",NULL,1.48,0.39,NULL,0.06,1.93,1994-01-01,1994
""State of Emergency"",Action,""Rockstar Games"",8,0.99,0.71,NULL,0.23,1.93,2002-02-12,2002
""Skate 2"",Sports,""Electronic Arts"",8.2,1.28,0.42,0.02,0.21,1.93,2009-01-21,2009
""Shark Tale"",Action,""Activision"",NULL,1.24,0.57,NULL,0.13,1.93,2004-09-27,2004
""The Sims: Makin' Magic"",Simulation,""Electronic Arts"",NULL,1.03,0.8,NULL,0.09,1.92,2003-10-28,2003
""The Legend of Zelda: Oracle of Ages"",Adventure,""Nintendo"",9.4,0.92,0.53,0.41,0.06,1.92,2001-05-13,2001
""Red Faction"",Shooter,""THQ"",7.5,0.76,0.96,NULL,0.2,1.92,2001-05-21,2001
""EA Sports UFC 2"",Sports,""EA Sports"",NULL,0.8,0.84,NULL,0.27,1.92,2016-03-15,2016
""DiRT 3"",Racing,""Codemasters"",9,0.5,1.11,0.02,0.29,1.92,2011-05-24,2011
""NASCAR Thunder 2002"",Racing,""EA Sports"",NULL,1.05,0.67,NULL,0.19,1.91,2001-10-02,2001
""Fight Night Champion"",Fighting,""EA Sports"",8.4,0.85,0.81,NULL,0.25,1.91,2011-03-01,2011
""Sleeping Dogs"",Action-Adventure,""Square Enix"",8.2,0.69,0.9,0.06,0.25,1.91,2012-08-14,2012
""Brutal Legend"",Action,""Electronic Arts"",8.2,1.16,0.53,NULL,0.22,1.91,2009-10-13,2009
""Operation Flashpoint: Dragon Rising"",Shooter,""Codemasters"",7.4,0.62,0.94,0.07,0.28,1.91,2009-10-06,2009
""The Lord of the Rings: War in the North"",Role-Playing,""Warner Bros. Interactive"",6.5,0.87,0.78,0.01,0.23,1.91,2011-11-01,2011
""Star Wars Rogue Leader: Rogue Squadron II"",Simulation,""LucasArts"",9.2,1.03,0.75,0.03,0.09,1.9,2001-11-09,2001
""Toy Story Mania!"",Misc,""Disney Interactive Studios"",NULL,1.04,0.66,NULL,0.19,1.89,2009-09-15,2009
""Minecraft"",Sandbox,""Mojang"",9.2,0.69,0.56,0.52,0.12,1.89,2011-11-18,2011
""Skylanders SWAP Force"",Misc,""Activision"",NULL,0.94,0.67,NULL,0.29,1.89,2013-10-13,2013
""Tiger Woods PGA Tour 11"",Sports,""EA Sports"",8.1,0.88,0.79,NULL,0.23,1.89,2010-06-08,2010
""Juiced 2: Hot Import Nights"",Racing,""THQ"",NULL,0.87,0.74,0.02,0.27,1.89,2007-09-17,2007
""Harry Potter and the Deathly Hallows - Part 1"",Action,""Electronic Arts"",NULL,0.83,0.87,NULL,0.21,1.89,2010-11-09,2010
""Hot Shots Golf 2"",Sports,""Sony Computer Entertainment"",NULL,0.25,0.12,1.48,0.03,1.88,2000-02-29,2000
""Game Party 2"",Misc,""Midway Games"",NULL,1.28,0.44,NULL,0.17,1.88,2008-10-06,2008
""Medal of Honor: European Assault (All Region sales)"",Shooter,""Electronic Arts"",NULL,0.89,0.69,0.09,0.21,1.88,2005-06-07,2005
""Sly 2: Band of Thieves"",Platform,""Sony Computer Entertainment"",NULL,0.88,0.74,NULL,0.25,1.88,2004-09-14,2004
""Persona 5"",Role-Playing,""Atlus"",NULL,0.69,0.36,0.62,0.22,1.88,2017-04-04,2017
""Harry Potter: Quidditch World Cup"",Sports,""Electronic Arts"",6.1,1.17,0.56,NULL,0.14,1.88,2003-10-28,2003
""Bolt"",Adventure,""Disney Interactive Studios"",NULL,0.93,0.64,NULL,0.32,1.88,2008-11-18,2008
""FIFA 2000"",Sports,""EA Sports"",8.8,0.22,1.47,0.04,0.14,1.87,1999-10-09,1999
""inFAMOUS 2"",Action,""Sony Computer Entertainment"",8.1,1.05,0.48,0.08,0.26,1.87,2011-06-07,2011
""Castlevania"",Platform,""Konami"",7.6,0.98,0.16,0.66,0.06,1.87,1987-05-01,1987
""NCAA Football 08"",Sports,""Electronic Arts"",NULL,1.65,0.03,NULL,0.19,1.87,2007-07-17,2007
""The Legend of Dragoon"",Role-Playing,""Sony Computer Entertainment"",7.8,0.94,0.44,0.39,0.1,1.86,2000-06-11,2000
""Sonic Classic Collection"",Platform,""Sega"",7.5,0.94,0.74,NULL,0.18,1.86,2010-03-02,2010
""The Legend of Zelda: Oracle of Seasons"",Adventure,""Nintendo"",9.3,0.87,0.52,0.41,0.06,1.86,2001-05-13,2001
""The Evil Within"",Action,""Bethesda Softworks"",7.7,0.56,0.9,0.11,0.28,1.86,2014-10-14,2014
""Scarface: The World is Yours"",Adventure,""Sierra Entertainment"",NULL,1.49,0.18,NULL,0.19,1.86,2006-10-08,2006
""Tiger Woods PGA Tour 12: The Masters"",Sports,""EA Sports"",NULL,1.12,0.53,NULL,0.19,1.86,2011-03-29,2011
""NHL 15"",Sports,""EA Sports"",NULL,1.21,0.39,NULL,0.27,1.86,2014-09-09,2014
""Phineas and Ferb"",Action,""Disney Interactive Studios"",NULL,1.33,0.37,NULL,0.15,1.85,2009-02-03,2009
""Jak 3"",Platform,""Sony Computer Entertainment"",NULL,1.33,0.49,NULL,0.03,1.85,2004-11-09,2004
""South Park"",Shooter,""Acclaim Entertainment"",4,1.29,0.5,NULL,0.07,1.85,1998-12-12,1998
""Resident Evil: Revelations"",Action,""Capcom"",7.5,0.52,0.61,0.56,0.16,1.85,2012-02-07,2012
""Top Spin 3"",Sports,""2K Sports"",8,0.43,1.16,0,0.27,1.85,2008-06-23,2008
""Forza Horizon 4"",Racing,""Microsoft Studios"",9.6,0.74,0.95,0.01,0.15,1.84,2018-10-02,2018
""High School Musical 3: Senior Year DANCE!"",Misc,""Disney Interactive Studios"",NULL,1.03,0.62,0,0.19,1.84,2008-10-21,2008
""Sniper Elite V2"",Shooter,""505 Games"",7.1,0.84,0.7,0.08,0.23,1.84,2012-05-01,2012
""2 Games in 1: Sonic Advance & ChuChu Rocket!"",Misc,""THQ"",NULL,1.31,0.49,NULL,0.03,1.83,2005-11-11,2005
""Jet Moto"",Racing,""Sony Computer Entertainment"",NULL,1.33,0.4,0.03,0.07,1.83,1996-10-31,1996
""Petz: Catz 2"",Simulation,""Ubisoft"",NULL,1.09,0.55,NULL,0.19,1.83,2007-11-14,2007
""NCAA Football 12"",Sports,""EA Sports"",7.8,1.72,NULL,NULL,0.12,1.83,2011-07-12,2011
""Brothers In Arms: Hell's Highway"",Shooter,""Ubisoft"",6.5,0.92,0.66,0,0.24,1.83,2008-09-23,2008
""Crysis 3"",Shooter,""Electronic Arts"",7.8,0.77,0.8,0.04,0.22,1.83,2013-02-19,2013
""Marvel Nemesis: Rise of the Imperfects"",Fighting,""Electronic Arts"",6.4,1.52,0.16,NULL,0.15,1.83,2005-09-20,2005
""Sonic & Knuckles"",Platform,""Sega"",9,1.24,0.43,0.03,0.12,1.82,1994-10-17,1994
""Dragon Quest XI"",Role-Playing,""Square Enix"",NULL,NULL,NULL,1.82,NULL,1.82,2017-07-29,2017
""The Sims: Hot Date"",Simulation,""Electronic Arts"",NULL,1.81,0,NULL,NULL,1.82,2001-11-21,2001
""Project CARS"",Racing,""Bandai Namco Games"",NULL,0.5,1.04,0.04,0.24,1.82,2014-04-01,2014
""Crazy Taxi"",Racing,""Sega"",7.1,1.1,0.51,0.12,0.08,1.81,2000-01-24,2000
""DDRMAX2: Dance Dance Revolution"",Simulation,""Konami"",NULL,1.05,0.59,NULL,0.18,1.81,2003-09-23,2003
""Sniper Elite III"",Shooter,""505 Games"",NULL,0.82,0.75,NULL,0.24,1.81,2014-07-01,2014
""NFL GameDay 2000"",Sports,""989 Studios"",NULL,1,0.68,NULL,0.12,1.8,1999-07-31,1999
""Sonic Advance 2"",Platform,""Sega"",NULL,0.93,0.59,0.21,0.07,1.8,2003-03-09,2003
""NASCAR Thunder 2003"",Racing,""EA Sports"",8.8,1.04,0.58,NULL,0.18,1.8,2002-09-19,2002
""Pro Evolution Soccer 2014"",Sports,""Konami Digital Entertainment"",8.2,0.11,0.74,0.84,0.12,1.8,2013-09-20,2013
""Tom Clancy's EndWar"",Strategy,""Ubisoft"",7.4,1.09,0.5,0.02,0.22,1.8,2008-11-04,2008
""Darksiders II"",Action-Adventure,""THQ"",8.2,0.87,0.71,0.01,0.21,1.8,2012-08-14,2012
""Ben 10 Alien Force: Vilgax Attacks"",Action,""D3 Publisher"",NULL,0.82,0.62,NULL,0.36,1.8,2009-10-26,2009
""The Lion King"",Platform,""Virgin Interactive"",NULL,1.26,0.39,0.08,0.06,1.79,1994-01-01,1994
""Rayman Raving Rabbids"",Misc,""Ubisoft"",7,1.53,0.1,0.02,0.14,1.79,2006-11-14,2006
""NBA 2K7"",Sports,""2K Sports"",8.3,1.52,0.07,NULL,0.19,1.79,2006-09-25,2006
""The Getaway: Black Monday"",Action,""Sony Computer Entertainment"",NULL,0.39,1.01,0.02,0.36,1.78,2005-01-11,2005
""TimeSplitters 2"",Shooter,""Eidos Interactive"",9.1,0.97,0.69,NULL,0.11,1.78,2002-10-09,2002
""The Legend of Spyro: Dawn of the Dragon"",Platform,""Vivendi Games"",NULL,0.95,0.64,NULL,0.2,1.78,2008-10-21,2008
""Castlevania: Lords of Shadow"",Action,""Konami"",8,0.92,0.54,0.11,0.2,1.77,2010-10-05,2010
""Payday 2"",Shooter,""505 Games"",5.8,0.95,0.58,NULL,0.22,1.77,2013-08-13,2013
""Angry Birds: Star Wars"",Puzzle,""Activision"",NULL,0.86,0.72,NULL,0.21,1.77,2013-10-29,2013
""Star Wars: Starfighter"",Simulation,""LucasArts"",NULL,0.61,0.87,0.02,0.26,1.76,2001-02-19,2001
""2 Games in 1 Double Pack: The Incredibles / Finding Nemo: The Continuing Adventures"",Action,""THQ"",NULL,1.26,0.47,NULL,0.03,1.76,2007-02-27,2007
""Sonic the Hedgehog 3"",Platform,""Sega"",NULL,1.02,0.47,0.2,0.07,1.76,1994-01-23,1994
""Test Drive"",Racing,""Atari"",NULL,1.3,0.26,0.01,0.2,1.76,2002-05-27,2002
""Final Fantasy X / X-2 HD Remaster"",Role-Playing,""Square Enix"",8.9,0.5,0.65,0.35,0.27,1.76,2014-03-18,2014
""Disney's Chicken Little"",Platform,""Buena Vista"",7,1.13,0.51,NULL,0.1,1.76,2005-10-18,2005
""The Chronicles of Narnia: The Lion, The Witch and The Wardrobe"",Adventure,""Buena Vista"",6.8,1.36,0.3,NULL,0.1,1.76,2005-11-14,2005
""Pro Evolution Soccer"",Sports,""Konami"",NULL,0.06,0.9,0.53,0.27,1.75,2001-11-24,2001
""2 Games in 1: Disney Princess & The Lion King"",Misc,""THQ"",NULL,1.25,0.46,NULL,0.03,1.75,2004-12-01,2004
""Dance Dance Revolution X"",Simulation,""Konami"",NULL,0.85,0.66,0.01,0.22,1.75,2008-09-12,2008
""Star Wars Episode I: The Phantom Menace"",Adventure,""LucasArts"",NULL,0.72,0.89,0.04,0.1,1.74,1999-04-30,1999
""Lost Planet 2"",Shooter,""Capcom"",6.6,0.67,0.6,0.28,0.18,1.74,2010-05-11,2010
""Brunswick Pro Bowling"",Sports,""Crave Entertainment"",6.5,1.33,0.25,NULL,0.16,1.74,2007-08-21,2007
""Crash Bandicoot: The Huge Adventure"",Platform,""Vivendi Games"",8.3,0.95,0.7,NULL,0.08,1.73,2002-02-25,2002
""Twisted Metal III"",Action,""989 Studios"",4.4,1.48,0.2,NULL,0.05,1.73,1998-10-31,1998
""World Championship Poker: Featuring Howard Lederer - All In"",Misc,""Crave Entertainment"",NULL,0.86,0.64,NULL,0.22,1.73,2006-08-29,2006
""The Lord of the Rings: The Fellowship of the Ring"",Action,""Black Label Games"",NULL,0.9,0.65,NULL,0.18,1.73,2002-09-26,2002
""Call of Duty: World at War Final Fronts"",Shooter,""Activision"",6.8,0.61,0.18,NULL,0.94,1.72,2008-11-10,2008
""Game Party 3"",Puzzle,""Warner Bros. Interactive"",NULL,1.43,0.16,NULL,0.13,1.72,2009-10-06,2009
""Deal or No Deal"",Misc,""Destination Software, Inc"",NULL,1.16,0.4,NULL,0.16,1.72,2007-07-23,2007
""Bulletstorm"",Shooter,""Electronic Arts"",8.5,0.92,0.6,0.02,0.19,1.72,2011-02-22,2011
""Kingdoms of Amalur: Reckoning"",Role-Playing,""Electronic Arts"",NULL,0.92,0.53,0.1,0.17,1.72,2012-02-07,2012
""Borderlands: The Pre-Sequel"",Misc,""2K Games"",NULL,0.9,0.56,0.06,0.2,1.72,2014-10-14,2014
""Imagine: Teacher"",Simulation,""Ubisoft"",NULL,0.7,0.83,NULL,0.19,1.71,2008-08-12,2008
""Call of Duty Black Ops: Declassified"",Shooter,""Activision"",3.2,0.74,0.52,0.07,0.38,1.71,2012-11-13,2012
""Triple Play 2000"",Sports,""EA Sports"",NULL,1.06,0.55,NULL,0.09,1.71,1999-02-28,1999
""Iron Man 2"",Action,""Sega"",5.1,0.76,0.73,NULL,0.24,1.71,2010-05-04,2010
""Super Puyo Puyo"",Puzzle,""Banpresto"",NULL,NULL,NULL,1.69,0.01,1.7,1993-12-10,1993
""Mad Max (2013)"",Action,""Warner Bros. Interactive Entertainment"",NULL,0.67,0.75,0.05,0.24,1.7,2015-09-01,2015
""Pro Evolution Soccer 2015"",Sports,""Konami Digital Entertainment"",NULL,0.28,0.89,0.35,0.18,1.7,2014-11-11,2014
""LEGO City Undercover"",Platform,""Warner Bros. Interactive Entertainment"",8,0.55,0.91,0.04,0.2,1.7,2017-04-04,2017
""The Sims 3: Late Night Expansion Pack"",Simulation,""Electronic Arts"",7.5,0.59,0.88,NULL,0.22,1.69,2010-10-26,2010
""Cooking Mama 3: Shop & Chop"",Simulation,""505 Games"",NULL,0.79,0.66,0.08,0.17,1.69,2009-10-20,2009
""Tomodachi Collection: New Life"",Simulation,""Nintendo"",NULL,NULL,NULL,1.69,NULL,1.69,2013-04-13,2013
""SOCOM 3: U.S. Navy SEALs"",Shooter,""Sony Computer Entertainment"",NULL,1.22,0.34,0.04,0.1,1.69,2005-10-11,2005
""Jampack Winter '99"",Misc,""Sony Computer Entertainment"",NULL,0.94,0.64,NULL,0.11,1.69,1999-10-01,1999
""WCW vs. nWo: World Tour"",Fighting,""THQ"",NULL,1.37,0.28,0.03,0.02,1.69,1997-11-16,1997
""Dragon Ball Z: The Legacy of Goku"",Role-Playing,""Infogrames"",6.5,1.52,0.12,NULL,0.05,1.69,2002-05-14,2002
""NBA Live 99"",Sports,""EA Sports"",8.3,1.58,0.07,NULL,0.03,1.69,1998-10-31,1998
""Star Wars Battlefront: Renegade Squadron"",Shooter,""LucasArts"",7.5,0.9,0.47,NULL,0.32,1.68,2007-10-09,2007
""Time Crisis"",Shooter,""Namco"",8.5,0.38,0.87,0.33,0.1,1.68,1997-10-31,1997
""The Sims: Superstar"",Simulation,""Electronic Arts"",NULL,1.67,0,NULL,NULL,1.68,2003-05-12,2003
""Evolve"",Shooter,""2K Games"",NULL,0.78,0.61,0.05,0.22,1.68,2015-02-10,2015
""Prototype 2"",Action,""Activision"",NULL,0.95,0.55,NULL,0.18,1.68,2012-04-24,2012
""NBA Live 06"",Sports,""EA Sports"",7.3,1.48,0.11,NULL,0.09,1.68,2005-09-26,2005
""SpongeBob SquarePants Featuring Nicktoons: Globs of Doom"",Action,""THQ"",NULL,1.3,0.22,NULL,0.15,1.68,2008-10-20,2008
""NCAA Football 2004"",Sports,""Electronic Arts"",8.1,1.35,0.09,NULL,0.23,1.67,2003-07-16,2003
""PGR: Project Gotham Racing 2"",Racing,""Microsoft Game Studios"",8.9,0.97,0.59,0.04,0.07,1.67,2003-11-17,2003
""Monsters, Inc."",Adventure,""THQ"",NULL,0.59,0.95,0.03,0.1,1.67,2001-10-25,2001
""Hannah Montana: Spotlight World Tour"",Action,""Disney Interactive Studios"",NULL,0.99,0.4,NULL,0.27,1.67,2007-11-06,2007
""Black"",Shooter,""Electronic Arts"",7.7,1.32,0.13,0.03,0.17,1.67,2006-02-28,2006
""ModNation Racers"",Racing,""Sony Computer Entertainment"",7.8,0.61,0.67,0.08,0.3,1.67,2010-05-25,2010
""NFL Blitz 2000"",Sports,""Midway Games"",8.7,1.15,0.43,NULL,0.07,1.67,1999-08-17,1999
""Ready 2 Rumble Boxing"",Sports,""Midway Games"",7.4,1.07,0.52,NULL,0.08,1.67,1999-09-08,1999
""NBA Street V3"",Sports,""EA Sports BIG"",NULL,1.03,0.5,NULL,0.16,1.67,2005-02-08,2005
""Shaun White Snowboarding: Road Trip"",Sports,""Ubisoft"",7.8,0.93,0.56,NULL,0.16,1.66,2008-11-16,2008
""SSX"",Sports,""EA Sports BIG"",NULL,0.78,0.61,0.06,0.2,1.66,2000-10-30,2000
""Disney Tangled"",Action,""Disney Interactive Studios"",NULL,0.99,0.54,NULL,0.14,1.66,2010-11-23,2010
""Fortnite"",Action,""Gearbox Software"",NULL,1.02,0.41,NULL,0.23,1.66,2017-07-21,2017
""Major League Baseball 2K7"",Sports,""2K Sports"",6.3,1.27,0.23,NULL,0.17,1.66,2007-02-26,2007
""Star Wars The Clone Wars: Lightsaber Duels"",Action,""LucasArts"",NULL,1.21,0.3,NULL,0.14,1.65,2008-11-11,2008
""Ms. Pac-Man"",Puzzle,""Atari"",NULL,1.54,0.1,NULL,0.02,1.65,1982-01-01,1982
""Red Faction II"",Shooter,""THQ"",8,0.61,0.82,NULL,0.23,1.65,2002-10-15,2002
""SpongeBob SquarePants: Lights, Camera, Pants!"",Misc,""THQ"",NULL,1.27,0.3,NULL,0.09,1.65,2005-10-19,2005
""NBA Live 06 (All region sales)"",Sports,""EA Sports"",NULL,1.44,0.15,NULL,0.05,1.64,2005-09-26,2005
""Dig Dug"",Puzzle,""Atari"",NULL,1.52,0.1,NULL,0.02,1.64,1983-01-01,1983
""Fight Night Round 2"",Fighting,""EA Sports"",NULL,1.27,0.22,NULL,0.14,1.64,2005-02-28,2005
""Red Faction: Guerrilla"",Shooter,""THQ"",8.4,0.81,0.59,0.03,0.21,1.64,2009-06-02,2009
""Ape Escape"",Platform,""Sony Computer Entertainment"",9.3,0.71,0.48,0.32,0.11,1.63,1999-05-31,1999
""World Championship Poker"",Misc,""Crave Entertainment"",NULL,1.29,0.19,NULL,0.15,1.63,2004-11-03,2004
""SSX"",Sports,""EA Sports"",NULL,0.73,0.68,0.02,0.19,1.63,2012-02-28,2012
""Uncharted: Golden Abyss"",Action,""Sony Computer Entertainment"",7.9,0.53,0.71,0.13,0.25,1.62,2012-02-15,2012
""The Order: 1886"",Shooter,""Sony Computer Entertainment"",6.2,0.44,0.86,0.07,0.25,1.62,2015-02-20,2015
""Sled Storm"",Racing,""Electronic Arts"",NULL,0.9,0.61,NULL,0.11,1.62,1999-08-10,1999
""Tony Hawk's American Wasteland (Old all region sales)"",Sports,""Activision"",NULL,0.8,0.63,0.01,0.19,1.62,2005-10-18,2005
""Kinectimals"",Simulation,""Microsoft Game Studios"",7.5,1.02,0.46,0,0.14,1.62,2010-11-04,2010
""EA Playground"",Sports,""Electronic Arts"",NULL,0.97,0.48,NULL,0.16,1.62,2007-10-22,2007
""Ty the Tasmanian Tiger"",Platform,""Electronic Arts"",6.8,0.92,0.54,NULL,0.17,1.62,2002-09-10,2002
""Bully: Scholarship Edition"",Action,""Rockstar Games"",7.7,0.7,0.72,0.03,0.17,1.62,2008-03-04,2008
""X-Men Legends II: Rise of Apocalypse"",Role-Playing,""Activision"",8.3,1.28,0.2,NULL,0.14,1.62,2005-09-20,2005
""Buzz! The Music Quiz"",Misc,""Sony Computer Entertainment"",NULL,NULL,1.18,NULL,0.43,1.61,2005-10-21,2005
""Midnight Club 3: DUB Edition (America/Others Sales)"",Racing,""Rockstar Games"",NULL,1.3,0.23,NULL,0.07,1.6,2005-04-11,2005
""River Raid"",Shooter,""Activision"",NULL,1.49,0.09,NULL,0.02,1.6,1982-01-01,1982
""Power Rangers: Dino Thunder"",Action,""THQ"",5.3,1.01,0.48,NULL,0.11,1.6,2004-09-14,2004
""GoldenEye: Rogue Agent"",Shooter,""Electronic Arts"",5.9,1.26,0.22,NULL,0.13,1.6,2004-11-22,2004
""Deadpool"",Action,""Activision"",NULL,0.92,0.46,NULL,0.22,1.6,2013-06-25,2013
""Mario Bros."",Platform,""Atari"",NULL,1.48,0.09,NULL,0.02,1.59,1983-10-01,1983
""Soul Blade"",Fighting,""Namco"",8.6,0.61,0.41,0.46,0.1,1.59,1997-01-01,1997
""Stuntman"",Racing,""Atari"",NULL,0.79,0.6,NULL,0.2,1.59,2002-06-23,2002
""Sega Genesis Collection"",Misc,""Sega"",8.3,0.53,0.6,NULL,0.46,1.59,2006-11-07,2006
""NHL 2002"",Sports,""EA Sports"",NULL,0.88,0.55,NULL,0.16,1.59,2001-09-17,2001
""Plants vs. Zombies"",Strategy,""PopCap Games"",8.7,1.32,0.13,NULL,0.14,1.59,2009-05-05,2009
""EA Sports UFC"",Fighting,""Electronic Arts"",NULL,0.79,0.56,0.01,0.22,1.59,2014-06-17,2014
""NHL 2001"",Sports,""EA Sports"",NULL,0.82,0.61,NULL,0.16,1.59,2000-09-26,2000
""Duke Nukem Forever"",Shooter,""2K Games"",4.4,0.85,0.56,NULL,0.18,1.59,2011-06-14,2011
""Sonic Forces"",Platform,""Sega"",5.4,0.69,0.69,0.02,0.18,1.59,2017-11-07,2017
""Batman: Arkham Knight"",Action,""Warner Bros. Interactive Entertainment"",NULL,0.97,0.46,NULL,0.14,1.58,2015-06-23,2015
""Dance Dance Revolution: Hottest Party 2"",Simulation,""Konami"",NULL,0.94,0.48,0.01,0.15,1.58,2008-09-12,2008
""Spyro 2: Season of Flame"",Platform,""Vivendi Games"",NULL,0.85,0.65,NULL,0.08,1.58,2002-09-25,2002
""Jampack Summer 2K"",Misc,""Sony Computer Entertainment"",NULL,0.88,0.6,NULL,0.1,1.58,2000-05-15,2000
""Disney Princess: Enchanted Journey"",Adventure,""Disney Interactive Studios"",NULL,1.33,0.12,NULL,0.13,1.58,2007-10-16,2007
""Hulk"",Action,""Universal Interactive"",7.3,0.92,0.52,NULL,0.16,1.58,2003-05-27,2003
""Blitz: The League"",Sports,""Midway Games"",7.4,1.29,0.14,NULL,0.15,1.58,2005-10-17,2005
""Tomb Raider: Legend"",Action,""Eidos Interactive"",7.6,0.77,0.58,0.03,0.21,1.58,2006-04-11,2006
""High School Musical 3: Senior Year"",Misc,""Disney Interactive Studios"",NULL,0.63,0.76,NULL,0.18,1.57,2008-10-21,2008
""Moshi Monsters: Moshling Zoo"",Misc,""Activision"",NULL,0.38,0.98,NULL,0.21,1.57,2011-11-06,2011
""NCAA Football 2002"",Sports,""EA Sports"",NULL,0.77,0.6,NULL,0.2,1.57,2001-07-23,2001
""Guitar Hero: On Tour Decades"",Misc,""Activision"",NULL,0.84,0.57,NULL,0.16,1.57,2008-11-16,2008
""Medal of Honor Heroes 2"",Shooter,""Electronic Arts"",6.6,0.83,0.43,0.03,0.28,1.57,2007-11-13,2007
""Tom Clancy's Ghost Recon Advanced Warfighter 2"",Shooter,""Ubisoft"",7.2,0.69,0.59,0.02,0.27,1.57,2007-03-06,2007
""ATV Quad Power Racing 2"",Racing,""Acclaim Entertainment"",NULL,0.99,0.45,NULL,0.13,1.57,2003-01-21,2003
""Ready 2 Rumble Boxing: Round 2"",Fighting,""Midway Games"",6.5,0.88,0.56,NULL,0.13,1.57,2000-10-23,2000
""Guitar Hero: Smash Hits"",Misc,""Activision"",7.2,0.85,0.48,NULL,0.25,1.57,2009-06-16,2009
""FIFA World Cup Germany 2006"",Sports,""EA Sports"",7.5,1.07,0.37,0.01,0.1,1.57,2006-04-24,2006
""Carnival Games: Mini Golf"",Sports,""2K Play"",NULL,0.86,0.55,NULL,0.15,1.56,2008-10-20,2008
""Twisted Metal"",Action,""Sony Computer Entertainment"",7,1.32,0.19,NULL,0.05,1.56,1995-11-05,1995
""Smuggler's Run"",Racing,""Rockstar Games"",NULL,0.77,0.6,NULL,0.2,1.56,2000-10-25,2000
""Hannah Montana: Music Jam"",Action,""Disney Interactive Studios"",NULL,1.05,0.36,NULL,0.15,1.56,2007-10-16,2007
""Pro Evolution Soccer 2016"",Sports,""Konami Digital Entertainment"",NULL,0.37,0.7,0.3,0.17,1.56,2015-09-15,2015
""Spider-Man 2: Enter: Electro"",Action,""Activision"",NULL,0.57,0.87,0.02,0.09,1.55,2001-10-17,2001
""Guinness World Records: The Videogame"",Action,""Warner Bros. Interactive"",NULL,0.93,0.48,NULL,0.15,1.55,2008-11-11,2008
""Street Fighter X Tekken"",Fighting,""Capcom"",NULL,0.84,0.39,0.14,0.18,1.55,2012-03-06,2012
""Die Hard Trilogy"",Shooter,""Fox Interactive"",8.5,0.85,0.58,NULL,0.1,1.54,1996-01-01,1996
""Dark Cloud"",Role-Playing,""Sony Computer Entertainment"",8.2,0.83,0.44,0.08,0.19,1.54,2001-05-28,2001
""Go Vacation"",Misc,""Namco Bandai"",7,0.42,0.66,0.33,0.13,1.54,2011-10-11,2011
""Vigilante 8"",Racing,""Activision"",NULL,0.93,0.53,NULL,0.08,1.54,1998-05-31,1998
